DIRETORIA REGIONAL,MUNICÍPIO,CÓDIGO CENSO,UNIDADE ESCOLAR,MERENDA ESTADUAL/FEDERAL SALDO ANTERIOR,MANUTENÇÃO SALDO ANTERIOR,MERENDA ESTADUAL/FEDERAL RECEITA,MANUTENÇÃO RECEITA,MERENDA ESTADUAL/FEDERAL DESPESA,MANUTENÇÃO DESPESA,MERENDA ESTADUAL/FEDERAL SALDO ATUAL,MANUTENÇÃO SALDO ATUAL,LATITUDE,LONGITUDE
METROPOLITANA VI,RIO DE JANEIRO,33077118,CE CARLOS LACERDA,"29428,42","11114,83","8998,4",3552,"11338,65","2803,1","27088,17","11863,73",-22.9225006103516,-43.3713989257812
METROPOLITANA VI,RIO DE JANEIRO,33064792,CE CASTELNUOVO,"40185,58",538,"5773,13",2220,"34937,33","2437,9","11021,38","320,1",-22.9874992370605,-43.1918983459473
METROPOLITANA VI,RIO DE JANEIRO,33063389,CE CHICO ANYSIO,"16509,05","7727,03","24994,2",29416,"21018,89","25723,69","20484,36","11419,34",0,0
METROPOLITANA VI,RIO DE JANEIRO,33126941,CE CHIQUINHA GONZAGA,480,"1410,51",8360,"3848,73","7884,85","4853,76","955,15","405,48",-23.0095996856689,-43.3212013244629
METROPOLITANA VI,RIO DE JANEIRO,33439222,CE COMPOSITOR LUIZ CARLOS DA VILA,"164327,5","8201,65","30886,4",12192,"12315,49","18108,7","182898,41","2284,95",-22.8868999481201,-43.2504005432129
METROPOLITANA VI,RIO DE JANEIRO,33126232,CE COMPOSITOR LUIZ GONZAGA,"32277,74","5217,94","10066,62",5164,"10497,12","5355,95","31847,24","5025,99",-22.9493999481201,-43.3496017456055
METROPOLITANA VI,RIO DE JANEIRO,33071560,CE DELFIM MOREIRA,"18450,34","10846,14","11502,4",3792,"14383,49","2247,01","15569,25","12391,13",-22.8939990997314,-43.2523002624512
METROPOLITANA VI,RIO DE JANEIRO,33063877,CE DEODORO,"1394,1","1645,49",4224,2000,0,0,"5618,1","3645,49",-22.8535995483398,-43.382999420166
METROPOLITANA VI,RIO DE JANEIRO,33077436,CE DESEMBARGADOR NEY PALMEIRO,"24733,38","26900,01","4131,4",2000,"5079,42","386,5","23785,36","28513,51",0,0
METROPOLITANA VI,RIO DE JANEIRO,33064636,CE ECA DE QUEIROS,"17244,02","1570,67","4164,8",2000,"4062,34",2323,"17346,48","1247,67",-22.9827995300293,-43.1922988891602
METROPOLITANA VI,RIO DE JANEIRO,33077126,CE EDUARDO MONDLANE,"20000,45","12301,71","11048,4",3132,"20495,89","4126,41","10552,96","11307,3",-22.9606990814209,-43.3535003662109
METROPOLITANA VI,RIO DE JANEIRO,33077452,CE EMBAIXADOR DIAS CARNEIRO,"4072,33","1675,49","8907,2",3516,"6691,5",720,"6288,03","4471,49",-22.9190998077393,-43.3602981567383
METROPOLITANA VI,RIO DE JANEIRO,33077134,CE ENGENHEIRO BERNARDO SAYAO,"519,29","738,64",12494,4932,"12904,8","2947,83","108,49","2722,81",-22.9223003387451,-43.3713989257812
METROPOLITANA VI,RIO DE JANEIRO,33077169,CE EUNICE WEAVER,"1691,67","8463,46","11339,2",2238,"11333,2","3864,3","1697,67","6837,16",-22.9244003295898,-43.3839988708496
METROPOLITANA VI,RIO DE JANEIRO,33126105,CE FINLANDIA,"47367,19","7805,88","12433,6",4908,"10398,5","9766,55","49402,29","2947,33",-22.9722995758057,-43.413200378418
METROPOLITANA VI,RIO DE JANEIRO,33067783,CE FRANCISCO CAMPOS,"23972,18","6988,62","10822,4",4272,"5306,44","2887,08","29488,14","8373,54",-22.9220008850098,-43.2578010559082
METROPOLITANA VI,RIO DE JANEIRO,33077487,CE FREDERICO EYER,"2023,34","256,14","4815,64",2000,"4889,82","1952,58","1949,16","303,56",-22.9235992431641,-43.3545989990234
METROPOLITANA VI,RIO DE JANEIRO,33077495,CE GENERAL CARLOS MIRAGAYA,"22779,63","307,45","5810,2",2244,"8574,87","1997,89","20014,96","553,56",-22.9176006317139,-43.3869018554688
METROPOLITANA VI,RIO DE JANEIRO,33087725,CE GILSON AMADO,"29228,28","24413,7",15960,6300,"9761,89","4288,25","35426,39","26425,45",-23.0083999633789,-43.4300003051758
METROPOLITANA VI,RIO DE JANEIRO,33087733,CE GOLDA MEIR,"29266,21","9470,68",7904,3120,0,"2733,31","37170,21","9857,37",-23.0083999633789,-43.3277015686035
METROPOLITANA VI,RIO DE JANEIRO,33066140,CE GONCALVES DIAS,52231,"748,71",7600,3000,0,0,59831,"3748,71",-2.54132008552551,-44.2790985107422
METROPOLITANA VI,RIO DE JANEIRO,33126224,CE HERBERT DE SOUZA,"123163,58","34278,82","39235,2",14976,"23062,34",10884,"139336,44","38370,82",-22.9228992462158,-43.2150993347168
METROPOLITANA VI,RIO DE JANEIRO,33077509,CE HONDURAS,"16038,25","3371,31","6657,6",2628,0,0,"22695,85","5999,31",0,0
METROPOLITANA VI,RIO DE JANEIRO,33065284,CE IGNACIO AZEVEDO DO AMARAL,"243951,89","52285,18","56763,6",14976,"31681,33","17108,52","269034,16","50152,66",-22.9633007049561,-43.2163009643555
METROPOLITANA VI,RIO DE JANEIRO,33064644,CE INFANTE DOM HENRIQUE,144278,"111205,83",14176,"1183,8",0,0,158454,"112389,63",-22.9620990753174,-43.1775016784668
METROPOLITANA VI,RIO DE JANEIRO,33067791,CE JOAO ALFREDO,"18310,83","2189,4","50129,6",19788,"56399,19","19516,96","12041,24","2460,44",-22.9153995513916,-43.2383003234863
METROPOLITANA VI,RIO DE JANEIRO,33063893,CE JOAQUIM ABILIO BORGES,"6285,32","904,2",2672,"745,2","841,24","315,46","8116,08","1333,94",-22.9542999267578,-43.1968002319336
METROPOLITANA VI,RIO DE JANEIRO,33173010,CE JORNALISTA MAURICIO AZEDO,"6447,31","42581,6",40126,13320,"19219,38","3069,4","27353,93","52832,2",0,0
METROPOLITANA VI,RIO DE JANEIRO,33063907,CE JOSE DE ALENCAR (Extinta),"13282,26","16690,3",,,,,"13282,26","16690,3",0,0
METROPOLITANA VI,RIO DE JANEIRO,33271208,CE JOSE LEITE LOPES,"61491,41","68230,87","35229,6",9072,"52534,04","8369,58","44186,97","68933,29",-22.9270000457764,-43.2449989318848
METROPOLITANA VI,RIO DE JANEIRO,33062668,CE JULIA KUBITSCHEK,"261207,23","3127,81","85639,6","26599,07","69052,17","16184,34","277794,66","13542,54",-22.9074993133545,-43.1926002502441
METROPOLITANA VI,RIO DE JANEIRO,33077142,CE MAHATMA GANDHI,"63147,58","14145,23",9576,3780,"5883,28","3606,1","66840,3","14319,13",-22.9505004882812,-43.3905982971191
METROPOLITANA VI,RIO DE JANEIRO,33065292,CE MANUEL BANDEIRA,"7042,85","5540,64",2772,2864,"2945,97",1890,"6868,88","6514,64",-22.9906005859375,-43.2601013183594
METROPOLITANA VI,RIO DE JANEIRO,33077525,CE MARECHAL CANROBERT PEREIRA DA COSTA,"1667,51","4895,72","3220,8",2000,"4888,31","938,61",0,"5957,11",-22.9323997497559,-43.3512001037598
METROPOLITANA VI,RIO DE JANEIRO,33063052,CE MEM DE SA,"395,05","21986,03","3374,4",2000,"3304,18","674,33","465,27","23311,7",-22.9241008758545,-43.2044982910156
METROPOLITANA VI,RIO DE JANEIRO,33063400,CE MEXICO,"14819,47","6897,38","2796,8",2000,"3614,03","1766,85","14002,24","7130,53",-22.9545993804932,-43.1884002685547
METROPOLITANA VI,RIO DE JANEIRO,33126755,CE MONTEIRO DE CARVALHO,"38572,51","3175,39",24928,9840,"56333,51","8862,5",7167,"4152,89",-22.9318008422852,-43.1963005065918
METROPOLITANA VI,RIO DE JANEIRO,33066027,CE NILO PECANHA,"6706,17","202,5",4560,2000,"2803,46","2202,37","8462,71","0,13",-21.7593994140625,-41.3245010375977
METROPOLITANA VI,RIO DE JANEIRO,33066035,CE OLAVO BILAC,"56226,17","33795,73","11398,8",22302,"25959,42","16099,88","41665,55","39997,85",-22.7686996459961,-43.3230018615723
METROPOLITANA VI,RIO DE JANEIRO,33062919,CE PAULO DE FRONTIN,"48927,46","8231,49","42225,6",16668,"63806,21","18747,68","27346,85","6151,81",-22.9160995483398,-43.2111015319824
METROPOLITANA VI,RIO DE JANEIRO,33077150,CE PEDRO ALEIXO,"10035,29","13803,03","13362,4","6826,4","12782,87","1586,76","10614,82","19042,67",-22.9472007751465,-43.3592987060547
METROPOLITANA VI,RIO DE JANEIRO,33064652,CE PEDRO ALVARES CABRAL,"16376,99","12215,48","27329,6",10788,"22228,79","13790,93","21477,8","9212,55",-22.9680995941162,-43.1815986633301
METROPOLITANA VI,RIO DE JANEIRO,33077177,CE PRESIDENTE JOAO GOULART,"5772,55","7924,49","11035,2",4356,"13381,77","4935,95","3425,98","7344,54",-22.7490005493164,-43.4198989868164
METROPOLITANA VI,RIO DE JANEIRO,33065217,CE PROFESSOR ANTONIO MARIA TEIXEIRA FILHO,"9890,75","1968,74","56779,6",10026,"41086,2","10406,23","25584,15","1588,51",-22.980899810791,-43.2243003845215
METROPOLITANA VI,RIO DE JANEIRO,33066612,CE PROFESSOR CLOVIS SALGADO,"10262,23","16784,1","7995,2",3156,"3556,65",2400,"14700,78","17540,1",-22.8770008087158,-43.2164001464844
METROPOLITANA VI,RIO DE JANEIRO,33066043,CE PROFESSOR ERNESTO FARIA,"19438,55",15,"15291,2",6036,"8282,74","5851,1","26447,01","199,9",-22.9081001281738,-43.2313003540039
METROPOLITANA VI,RIO DE JANEIRO,33125805,CE PROFESSOR TEOFILO MOREIRA DA COSTA,"35914,38","9608,01","10579,2",4176,"8046,61","3342,98","38446,97","10441,03",-22.9815998077393,-43.4917984008789
METROPOLITANA VI,RIO DE JANEIRO,33134049,CE PROFESSORA MARIA TEREZINHA DE CARVALHO MACHADO,"148729,65","62842,97","57425,6",22668,"91346,42","8361,64","114808,83","77149,33",-22.8894996643066,-43.3470993041992
METROPOLITANA VI,RIO DE JANEIRO,33067805,CE REPUBLICA ARGENTINA,"1621,29","5103,95",8360,3300,"9747,66","6861,17","233,63","1542,78",-22.9146995544434,-43.2384986877441
METROPOLITANA VI,RIO DE JANEIRO,33062374,CE REVERENDO HUGH CLARENCE TUCKER,"1963,02","2557,74","9116,8",3204,"5279,26","2199,68","5800,56","3562,06",0,0
METROPOLITANA VI,RIO DE JANEIRO,33062226,CE REVERENDO MARTIN LUTHER KING,"1113,41","2729,91","4195,2","2003,51","3822,19",0,"1486,42","4733,42",-22.911600112915,-43.2116012573242
METROPOLITANA VI,RIO DE JANEIRO,33064849,CE ROMA,"5810,36","10563,93","5867,2",2316,"5804,22","1984,1","5873,34","10895,83",-22.9652004241943,-43.1762008666992
METROPOLITANA VI,RIO DE JANEIRO,33077568,CE ROSA DO POVO,"35210,87","6065,55","12372,8",4884,"2123,55",2385,"45460,12","8564,55",-22.9137992858887,-43.3801002502441
METROPOLITANA VI,RIO DE JANEIRO,33072337,CE SARMIENTO,"16136,82","5598,33","3009,6",2000,"2425,29","1329,59","16721,13","6268,74",-22.9027004241943,-43.2500991821289
METROPOLITANA VI,RIO DE JANEIRO,33077185,CE SENADOR TEOTONIO VILELA,"6316,1","372,7","9466,16",3732,"7389,11","2988,9","8393,15","1115,8",-22.8971004486084,-43.3540992736816
METROPOLITANA VI,RIO DE JANEIRO,33066620,CE SOARES PEREIRA,"21209,48","1720,96","6664,98",2532,"7520,22","1462,4","20354,24","2790,56",-22.9389991760254,-43.2430992126465
METROPOLITANA VI,RIO DE JANEIRO,33062676,CE SOUZA AGUIAR,"25586,71","13239,69","25566,4",10092,23834,"10473,68","27319,11","12858,01",-22.9111995697021,-43.1845016479492
METROPOLITANA VI,RIO DE JANEIRO,33138648,CE STELLA MATUTINA,"199,78","1613,94","43215,2","21166,4","43414,98","22780,34",0,0,-22.9190998077393,-43.3625984191895
METROPOLITANA VI,RIO DE JANEIRO,33062927,CE TOMAS ANTONIO GONZAGA,"9286,84","8366,19",6961,2748,"2224,3","2773,14","14023,54","8341,05",-22.9214992523193,-43.1964988708496
METROPOLITANA VI,RIO DE JANEIRO,33087644,CE VICENTE JANNUZZI,"125442,92","53922,45","68825,6",27168,"23144,53","12547,98","171123,99","68542,47",-22.99880027771,-43.375301361084
METROPOLITANA VI,RIO DE JANEIRO,33077576,CE VICTOR HUGO,"7949,84","6723,7","9076,8",4464,"16771,79",3989,"254,85","7198,7",-22.9638996124268,-43.3387985229492
METROPOLITANA VI,RIO DE JANEIRO,33110638,CIEP 205 FREI AGOSTINHO FINCIAS,"9435,34","27729,82","16430,2","18256,72","6786,36","6803,91","19079,18","39182,63",-22.9109001159668,-43.2672996520996
METROPOLITANA VI,RIO DE JANEIRO,33102210,CIEP 241 NACAO MANGUEIRENSE GOVERNADOR LEONEL DE MOURA BRIZOLA,"5962,72","1805,27",22160,15456,22882,"16707,05","5240,72","554,22",-22.9016990661621,-43.242000579834
METROPOLITANA VI,RIO DE JANEIRO,33105103,CIEP 303 AYRTON SENNA DA SILVA,"104175,19","34993,92","38004,4","16240,45","74386,66","36071,4","67792,93","15162,97",-22.9930000305176,-43.2509002685547
METROPOLITANA VI,RIO DE JANEIRO,33097283,CIEP 321 DOUTOR ULISSES GUIMARAES,"99466,1","9452,84","68332,8",28184,"38150,06","20558,5","129648,84","17078,34",-22.9557991027832,-43.3908004760742
METROPOLITANA VI,RIO DE JANEIRO,33063958,EEES RODRIGUES ALVES,"277,19","2356,15","3131,2",2000,"1881,7","1591,5","1526,69","2764,65",-22.9225997924805,-43.1818008422852
METROPOLITANA VII,BELFORD ROXO,33046263,CAIC 1003 DONA DARCY VARGAS,"5611,52","5611,52",23712,11360,"28484,06","14401,42","839,46","2570,1",-22.7194995880127,-43.375301361084
METROPOLITANA VII,BELFORD ROXO,33046743,CE ALICE PACCINI GELIO,"6599,4","4302,96","30976,4",10212,"26693,04","9509,04","10882,76","5005,92",-22.726900100708,-43.3706016540527
METROPOLITANA VII,BELFORD ROXO,33047243,CE BAIRRO JARDIM AMERICA,"9332,97","2115,49","22009,6",8688,"27936,61","9195,92","3405,96","1607,57",-22.7458992004395,-43.4141998291016
METROPOLITANA VII,BELFORD ROXO,33046751,CE BAIRRO NOVA AURORA,"1007,96","1014,53","24046,4",9492,"24210,43","9150,86","843,93","1355,67",-22.7250995635986,-43.4049987792969
METROPOLITANA VII,BELFORD ROXO,33046867,CE BOM PASTOR,"3106,77","1491,07","17180,8",5664,"17337,49","5955,39","2950,08","1199,68",-22.7514991760254,-43.3727989196777
METROPOLITANA VII,BELFORD ROXO,33047910,CE BRANDAO MONTEIRO,"105,45","3448,74",27056,10680,16376,10680,"10785,45","3448,74",-22.7183990478516,-43.4057998657227
METROPOLITANA VII,BELFORD ROXO,33046247,CE GUSTAVO BARROSO,"393,14","65,56",26062,8592,"21242,71","8529,65","5212,43","127,91",-22.7369995117188,-43.4208984375
METROPOLITANA VII,BELFORD ROXO,33046778,CE JARDIM GLAUCIA,"14971,94",752,20384,6720,"15010,28","4705,47","20345,66","2766,53",-22.7598991394043,-43.3605995178223
METROPOLITANA VII,BELFORD ROXO,33047936,CE JARDIM IPE,"206,82","936,75","12698,8",7188,"12544,12",7223,"361,5","901,75",-22.7085990905762,-43.3412017822266
METROPOLITANA VII,BELFORD ROXO,33047278,CE MARCILIO DIAS,"27544,71",0,"16758,4",6852,17862,6852,"26441,11",0,-5.52564001083374,-47.4711990356445
METROPOLITANA VII,BELFORD ROXO,33047294,CE NOVA ALVORADA,"94,08",0,"15321,6",6048,"15058,7",6048,"356,98",0,-22.7658004760742,-43.4096984863281
METROPOLITANA VII,BELFORD ROXO,33047308,CE PAULINO BARBOSA,"8265,59","828,59","25552,8",8424,"25944,68","7383,89","7873,71","1868,7",-22.7584991455078,-43.4121017456055
METROPOLITANA VII,BELFORD ROXO,33047316,CE PRESIDENTE JOAO GOULART,"11392,91","3366,28",13680,5400,"19084,65","6533,18","5988,26","2233,1",-22.7490005493164,-43.4198989868164
METROPOLITANA VII,BELFORD ROXO,33046786,CE PRESIDENTE KENNEDY,"23756,2","10549,72","63610,8",20964,"66141,64",26561,"21225,36","4952,72",-22.74880027771,-43.4043006896973
METROPOLITANA VII,BELFORD ROXO,33046794,CE RICARDA LEON,"23476,21",0,26900,7550,26635,7550,"23741,21",0,-22.7411994934082,-43.344799041748
METROPOLITANA VII,BELFORD ROXO,33046816,CE SANTA AMELIA,"1406,66","3823,72",19656,6480,"8806,29","8957,11","12256,37","1346,61",-22.7418994903564,-43.3895988464355
METROPOLITANA VII,BELFORD ROXO,33047332,CE SANTA TEREZA,"5196,75","4233,77","19619,6",6468,"20906,73","10461,24","3909,62","240,53",-3.70968008041382,-45.5754013061523
METROPOLITANA VII,BELFORD ROXO,33047324,CE SAO BERNARDO,"39199,83","103,89",31008,12240,"32444,67","12237,32","37763,16","106,57",-2.59091611727626,-44.2481029613243
METROPOLITANA VII,BELFORD ROXO,33046808,CE SARGENTO WOLFF,"29136,22","8221,39","40652,99",13284,"44924,92","11732,63","24864,29","9772,76",-22.7119007110596,-43.3264007568359
METROPOLITANA VII,BELFORD ROXO,33046824,CE TENENTE OTAVIO PINHEIRO,"10747,87","1395,98","22276,8",7344,"23277,44","6013,03","9747,23","2726,95",-22.7162990570068,-43.3799018859863
METROPOLITANA VII,BELFORD ROXO,33047928,CE VARZEA DA ALEGRIA,"21916,98","5001,19","11893,2",3366,"7069,65",3366,"26740,53","5001,19",0,0
METROPOLITANA VII,BELFORD ROXO,33046603,CIEP 037 ERNESTO GUEVARA,"107,63","1642,82","22094,8",9284,"18423,82",9177,"3778,61","1749,82",-22.7586994171143,-43.3652000427246
METROPOLITANA VII,BELFORD ROXO,33046654,CIEP 112 MONSENHOR SOLANO DANTAS MENEZES,"95672,16","22928,1","50668,8",18704,"31589,77",26980,"114751,19","14652,1",-22.7443008422852,-43.4174995422363
METROPOLITANA VII,BELFORD ROXO,33046662,CIEP 116 VILA MAIA,"31507,79","3970,06","13126,4",6392,"14144,36","7400,85","30489,83","2961,21",-22.7199993133545,-43.3956985473633
METROPOLITANA VII,BELFORD ROXO,33046514,CIEP 178 JOAO SALDANHA,"29591,26","5042,2","26098,8",10604,"29316,12",10985,"26373,94","4661,2",-22.7169990539551,-43.3785018920898
METROPOLITANA VII,BELFORD ROXO,33046646,CIEP 197 MINISTRO MARCOS BARROS FREIRE,"11,6","13219,2","8066,6",12992,"6930,6","13325,88","1147,6","12885,32",-22.7162990570068,-43.4110984802246
METROPOLITANA VII,BELFORD ROXO,33047286,CIEP 210 MARIO ALVES DE SOUZA VIEIRA,"17639,94","2739,77","32102,4",14672,"38807,31","14577,53","10935,03","2834,24",-22.7409992218018,-43.3983993530273
METROPOLITANA VII,BELFORD ROXO,33046522,CIEP 314 GALILEU GALILEI,"22132,55","189,51",44620,14180,"41476,08","13474,7","25276,47","894,81",-22.7332000732422,-43.3600997924805
METROPOLITANA VII,BELFORD ROXO,33046530,CIEP 316 GENERAL LADARIO PEREIRA TELLES,"4088,71","5817,18","43054,4",18152,"43002,37",18152,"4140,74","5817,18",-22.7336006164551,-43.3903999328613
METROPOLITANA VII,BELFORD ROXO,33098131,CIEP 337 BERTA LUTZ,"256,45","889,01","15906,8","7252,25","13101,13","8126,62","3062,12","14,64",-22.7115993499756,-43.4233016967773
METROPOLITANA VII,BELFORD ROXO,33046620,CIEP 374 AUGUSTO RODRIGUES,"4854,44","2144,54","9393,6",5708,"9513,88",5816,"4734,16","2036,54",-22.7464008331299,-43.3979988098145
METROPOLITANA VII,BELFORD ROXO,33046565,CIEP 375 WILSON GREY,"15906,62","2043,6","19726,8",8444,"24798,2",8808,"10835,22","1679,6",-22.7205009460449,-43.3684005737305
METROPOLITANA VII,BELFORD ROXO,33046581,CIEP 377 CARMEM DA SILVA,"11650,1","6724,45",9937,5276,0,6740,"21587,1","5260,45",0,0
METROPOLITANA VII,BELFORD ROXO,33047960,CIEP 380 JORACY CAMARGO,"17939,41",2715,"32713,32",10424,33256,"8863,2","17396,73","4275,8",-22.762300491333,-43.4094009399414
METROPOLITANA VII,BELFORD ROXO,33094144,CIEP 388 LASAR SEGALL,"43510,16","12077,61","18452,4",8120,"13240,67","7869,3","48721,89","12328,31",-22.7483005523682,-43.413501739502
METROPOLITANA VII,BELFORD ROXO,33046573,CIEP BRIZOLAO 376 CLAUDIO COUTINHO,"12080,52",0,"39927,38",10244,"31476,41",10244,"20531,49",0,-22.7432994842529,-43.3800010681152
METROPOLITANA VII,BELFORD ROXO,33047251,EE CASTRO ALVES,"8583,46","3280,46","11915,39",3552,"10862,14","3253,92","9636,71","3578,54",-12.760655317377,-39.4343186810194
METROPOLITANA VII,BELFORD ROXO,33047944,EE PARQUE AMORIM,"17999,68","5364,66","14652,8",6940,"15866,19",6755,"16786,29","5549,66",-22.7071990966797,-43.3345985412598
METROPOLITANA VII,BELFORD ROXO,33047340,EE VITAL BRASIL,"67424,46","2337,43","17399,2",5736,"22007,92","7760,18","62815,74","313,25",-21.8391990661621,-45.4001007080078
METROPOLITANA VII,MESQUITA,33061246,CE ANA NERI,"18564,9",9284,"12726,6",5748,"15794,44",9266,"15497,06",5766,-22.7803001403809,-43.4359016418457
METROPOLITANA VII,MESQUITA,33061149,CE BRASIL,"31065,97",12204,"37018,8",12204,"25576,56","11198,99","42508,21","13209,01",-22.7835998535156,-43.4272994995117
METROPOLITANA VII,MESQUITA,33061165,CE DOM PEDRO I,"85915,72","6277,08","77176,72",17340,"56648,44","15081,1",106444,"8535,98",0,0
METROPOLITANA VII,MESQUITA,33061173,CE PIERRE PLANCHER,"6236,66","1364,88","39853,81",16864,"42473,85","15317,2","3616,62","2911,68",-22.7982997894287,-43.4314002990723
METROPOLITANA VII,MESQUITA,33113319,CE POETA MARIO QUINTANA,1762,"4026,47","16051,2",63360,"16142,69",5821,"1670,51","61565,47",-22.8122997283936,-43.429500579834
METROPOLITANA VII,MESQUITA,33061181,CE PRESIDENTE CASTELO BRANCO,"55678,95","36043,36",33348,12164,"36722,2",14766,"52304,75","33441,36",-22.7724990844727,-43.4339981079102
METROPOLITANA VII,MESQUITA,33061203,CE VILA BELA,"16473,58","1404,15",14064,"35628,8","10735,85","30012,35","19801,73","7020,6",-22.7801990509033,-43.4099998474121
METROPOLITANA VII,MESQUITA,33061122,CIEP 100 SAO FRANCISCO DE ASSIS,"5399,21","538,71","8633,6",5408,"8086,84","5171,71","5945,97",775,-22.7787990570068,-43.398998260498
METROPOLITANA VII,MESQUITA,33061106,CIEP 111 GELSON FREITAS,"7378,75","2836,5","21705,6","10683,6","24054,73","13435,24","5029,62","84,86",-22.7712993621826,-43.4244995117188
METROPOLITANA VII,MESQUITA,33061084,CIEP 364 NELSON RAMOS,"43218,11","11594,14","25353,6",12008,"15345,6",12008,"53226,11","11594,14",-22.782600402832,-43.4263000488281
METROPOLITANA VII,NILOPOLIS,33054576,CE ANTONIO FIGUEIRA DE ALMEIDA,"36340,76","16343,17",75330,"44927,26","96517,43","54731,37","15153,33","6539,06",-22.8094005584717,-43.4193000793457
METROPOLITANA VII,NILOPOLIS,33054584,CE AYDANO DE ALMEIDA,"13009,63","222,86",73228,23280,"64249,31","22684,6","21988,32","818,26",-22.809700012207,-43.4118003845215
METROPOLITANA VII,NILOPOLIS,33054681,CE BERTHA D ALESSANDRO,"1536,79",0,"25334,4",8352,"24681,8","7130,9","2189,39","1221,1",-22.8059005737305,-43.4009017944336
METROPOLITANA VII,NILOPOLIS,33054592,CE JOAO CARDOSO,0,"1019,89","23143,2",9936,"23129,8","10955,89","13,4",0,-22.7924995422363,-43.4105987548828
METROPOLITANA VII,NILOPOLIS,33055025,CE JOAQUIM DE ALMEIDA FLORES,"10498,46","214,38","22962,29",8064,"24409,14","5530,1","9051,61","2748,28",-22.8111000061035,-43.3983001708984
METROPOLITANA VII,NILOPOLIS,33055033,CE MARECHAL ZENOBIO DA COSTA,"209,01","30,2","32853,2",11436,"29079,32","11466,2","3982,89",0,-22.8195991516113,-43.4121017456055
METROPOLITANA VII,NILOPOLIS,33054983,CE NUTHA BARTLET JAMES,"91379,01","9086,13","34700,41",11796,"25843,31","7985,39","100236,11","12896,74",-22.8211994171143,-43.4207000732422
METROPOLITANA VII,NILOPOLIS,33054606,CE PROFESSOR MARIO CAMPOS,"6015,43","3529,06",27402,11820,"33372,45",10620,"44,98","4729,06",-22.8146991729736,-43.4336013793945
METROPOLITANA VII,NILOPOLIS,33054711,CE PROFESSOR UBIRATAN REIS BARBOSA,"5807,82","8309,69","30882,64","13946,5","28598,09","8489,6","8092,37","13766,59",-22.8190002441406,-43.4266014099121
METROPOLITANA VII,NILOPOLIS,33099049,CIEP 230 MANOEL MALAQUIAS GURGEL DA SILVA,"227,8","62,63","29375,02",12644,"27188,35","12672,2","2414,47","34,43",-22.8080997467041,-43.426700592041
METROPOLITANA VII,NILOPOLIS,33101078,CIEP 389 HAROLDO BARBOSA,"45865,58","5227,18","13474,8",6824,12258,"8383,97","47082,38","3667,21",-22.809700012207,-43.4058990478516
METROPOLITANA VII,NILOPOLIS,33054843,IE CARLOS PASQUALE,"9064,72","1397,92","76137,2",15626,"67077,04",16776,"18124,88","247,92",-22.8048992156982,-43.4271011352539
METROPOLITANA VII,SAO JOAO DE MERITI,33093156,CE AGOSTINHO PORTO,"3093,55","915,49","26098,8",8604,"14476,14","7424,84","14716,21","2094,65",-22.7901992797852,-43.3821983337402
METROPOLITANA VII,SAO JOAO DE MERITI,33092214,CE ANTONIO GONCALVES,"2545,6","2046,51","22556,8",8904,"20728,68","8507,64","4373,72","2442,87",-22.7766990661621,-43.388599395752
METROPOLITANA VII,SAO JOAO DE MERITI,33092222,CE CAETANO BELLONI,"3662,86","1298,52","32321,6",12948,"31896,85",12726,"4087,61","1520,52",-22.7973003387451,-43.3695983886719
METROPOLITANA VII,SAO JOAO DE MERITI,33093091,CE CASEMIRO MEIRELLES,"34788,32","17200,31",15260,6024,"15841,12",5952,"34207,2","17272,31",-22.7733001708984,-43.388801574707
